date,word,pos,pronunciation,difficulty,definition,explanation,example,memory,quiz,answer,prompt
2026-09-18,Hindrance,noun,hin-DRANCE,easy,something that gets in the way,Hindrance is a noun meaning something that gets in the way. Use it when that meaning is exactly what you need in writing or speech.,Slow internet was a hindrance to remote teaching.,from Old English hindrian — to harm,"What does ""hindrance"" mean?",Something that gets in the way.,"Give students 60 seconds to use ""hindrance"" in an original sentence that shows it means ""something that gets in the way""."
2026-09-19,Trite,adjective,TRITE,medium,overused and lacking originality,Trite is an adjective meaning overused and lacking originality. Use it when that meaning is exactly what you need in writing or speech.,The ending of the film was trite and predictable.,from tritus — worn,"What does ""trite"" mean?",Overused and lacking originality.,"Give students 60 seconds to use ""trite"" in an original sentence that shows it means ""overused and lacking originality""."
2026-09-20,Turbulent,adjective,tur-bu-LENT,medium,full of disorder or unrest,Turbulent is an adjective meaning full of disorder or unrest. Use it when that meaning is exactly what you need in writing or speech.,The flight hit a turbulent patch over the mountains.,from turbulentus — restless,"What does ""turbulent"" mean?",Full of disorder or unrest.,"Give students 60 seconds to use ""turbulent"" in an original sentence that shows it means ""full of disorder or unrest""."
2026-09-21,Equivocal,adjective,e-quiv-o-CAL,hard,open to more than one meaning; unclear,Equivocal is an adjective meaning open to more than one meaning; unclear. Use it when that meaning is exactly what you need in writing or speech.,His equivocal answer satisfied neither side.,from aequus + vocare — equal voice,"What does ""equivocal"" mean?",Open to more than one meaning; unclear.,"Give students 60 seconds to use ""equivocal"" in an original sentence that shows it means ""open to more than one meaning; unclear""."
2026-09-22,Vehement,adjective,ve-he-MENT,medium,"showing strong, passionate feeling","Vehement is an adjective meaning showing strong, passionate feeling. Use it when that meaning is exactly what you need in writing or speech.",He made a vehement denial of the charges.,from vehemens — eager,"What does ""vehement"" mean?","Showing strong, passionate feeling.","Give students 60 seconds to use ""vehement"" in an original sentence that shows it means ""showing strong, passionate feeling""."
2026-09-23,Malice,noun,mal-ICE,easy,the desire to harm others,Malice is a noun meaning the desire to harm others. Use it when that meaning is exactly what you need in writing or speech.,She bore no malice toward her former boss.,from malitia — badness,"What does ""malice"" mean?",The desire to harm others.,"Give students 60 seconds to use ""malice"" in an original sentence that shows it means ""the desire to harm others""."
2026-09-24,Venerable,adjective,ven-er-a-BLE,medium,worthy of deep respect because of age or wisdom,Venerable is an adjective meaning worthy of deep respect because of age or wisdom. Use it when that meaning is exactly what you need in writing or speech.,The venerable judge had served for thirty years.,from venerari — to revere,"What does ""venerable"" mean?",Worthy of deep respect because of age or wisdom.,"Give students 60 seconds to use ""venerable"" in an original sentence that shows it means ""worthy of deep respect because of age or wisdom""."
2026-09-25,Erudite,adjective,er-u-DITE,hard,having or showing wide knowledge,Erudite is an adjective meaning having or showing wide knowledge. Use it when that meaning is exactly what you need in writing or speech.,The erudite professor cited four languages in one paragraph.,from erudire — to instruct,"What does ""erudite"" mean?",Having or showing wide knowledge.,"Give students 60 seconds to use ""erudite"" in an original sentence that shows it means ""having or showing wide knowledge""."
2026-09-26,Verbose,adjective,ver-BOSE,medium,using too many words,Verbose is an adjective meaning using too many words. Use it when that meaning is exactly what you need in writing or speech.,His verbose emails buried the key request.,from verbum — word,"What does ""verbose"" mean?",Using too many words.,"Give students 60 seconds to use ""verbose"" in an original sentence that shows it means ""using too many words""."
2026-09-27,Mundane,adjective,mun-DANE,easy,ordinary and dull,Mundane is an adjective meaning ordinary and dull. Use it when that meaning is exactly what you need in writing or speech.,"After the trip, the office tasks felt mundane.",from mundus — world,"What does ""mundane"" mean?",Ordinary and dull.,"Give students 60 seconds to use ""mundane"" in an original sentence that shows it means ""ordinary and dull""."
2026-09-28,Notorious,adjective,no-to-ri-OUS,easy,famous for something bad,Notorious is an adjective meaning famous for something bad. Use it when that meaning is exactly what you need in writing or speech.,The bridge is notorious for traffic backups.,from notorius — well known,"What does ""notorious"" mean?",Famous for something bad.,"Give students 60 seconds to use ""notorious"" in an original sentence that shows it means ""famous for something bad""."
2026-09-29,Vicarious,adjective,vi-car-i-OUS,medium,experienced through someone else,Vicarious is an adjective meaning experienced through someone else. Use it when that meaning is exactly what you need in writing or speech.,She got vicarious thrills from adventure books.,from vicarius — substitute,"What does ""vicarious"" mean?",Experienced through someone else.,"Give students 60 seconds to use ""vicarious"" in an original sentence that shows it means ""experienced through someone else""."
2026-09-30,Vindicate,verb,vin-di-CATE,medium,to clear of blame; to prove right,Vindicate is a verb meaning to clear of blame; to prove right. Use it when that meaning is exactly what you need in writing or speech.,New evidence helped vindicate her early warning.,from vindicare — to claim,"What does ""vindicate"" mean?",To clear of blame; to prove right.,"Give students 60 seconds to use ""vindicate"" in an original sentence that shows it means ""to clear of blame; to prove right""."
2026-10-01,Esoteric,adjective,es-o-ter-IC,hard,understood by only a few with special knowledge,Esoteric is an adjective meaning understood by only a few with special knowledge. Use it when that meaning is exactly what you need in writing or speech.,The lecture focused on the esoteric details of medieval law.,from esoterikos — inner,"What does ""esoteric"" mean?",Understood by only a few with special knowledge.,"Give students 60 seconds to use ""esoteric"" in an original sentence that shows it means ""understood by only a few with special knowledge""."
2026-10-02,Virtuoso,noun,vir-tu-o-SO,medium,a person highly skilled at something,Virtuoso is a noun meaning a person highly skilled at something. Use it when that meaning is exactly what you need in writing or speech.,She is a violin virtuoso adored by critics.,from Italian virtuoso — skilled,"What does ""virtuoso"" mean?",A person highly skilled at something.,"Give students 60 seconds to use ""virtuoso"" in an original sentence that shows it means ""a person highly skilled at something""."
2026-10-03,Novel,adjective,nov-EL,easy,new and original,Novel is an adjective meaning new and original. Use it when that meaning is exactly what you need in writing or speech.,They proposed a novel way to recycle plastic bags.,from novellus — new,"What does ""novel"" mean?",New and original.,"Give students 60 seconds to use ""novel"" in an original sentence that shows it means ""new and original""."
